adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/efao3Gy42NL38LhUkZ7cFKz56WE.jpg,"[35, 18, 10749]",211819,hi,Raja Babu,"Raja Babu is a rich, spoiled, country bumpkin who lives a carefree, luxury lifestyle until the girl he loves rejects him and his parents reveal that he was adopted.",2.463,/56dEONvFlidzOxZy9c8pOOWDPmQ.jpg,1994-01-10,Raja Babu,False,6.1,15
False,/vRWhDR9oOgva2zPJxV6YWS8VjJ.jpg,"[28, 80, 35]",161415,hi,चाँद का टुकड़ा,"NRI Shyam goes to India to fulfil the last wish of his late mother, who wanted him to marry an Indian girl. Unbeknownst to him, the girl he falls in love with is a pawn in the hands of his enemies.",2.399,/kIlH7J35oyoVznbJq4FpcZpLn50.jpg,1994-08-19,Chaand Kaa Tukdaa,False,6.3,4
False,,[],478474,hi,Jai Maa Vaishno Devi,Devotional Hindi movie.,2.393,/z3vSAm241s8mIzLcNzv61ZiZukl.jpg,1994-09-20,Jai Maa Vaishno Devi,False,0,0
False,/AhAhAfVL4S6k6MTGb4OJCHjhZlf.jpg,"[28, 35, 10402, 10749]",302876,hi,Andaz,"Jaya has a crush on her married teacher and befriends his wife. When Jaya's father dies, the teacher's wife asks her to live with them.",2.364,/6KbQmK10fxPpibvMvso5K0rd6wW.jpg,1994-04-08,Andaz,False,5.7,3
False,/lPUrfzWb7icGC6X1z0AKnYRtHGu.jpg,"[80, 53]",19657,hi,बाज़ीगर,A young man with a vendetta against a business tycoon seduces and kills his eldest daughter and then proceeds to his younger daughter but she begins to suspect her new lover's ulterior motive.,7.191,/fqFSU3hdRQKsPxJ3OYh3nyVZqY1.jpg,1993-11-12,Baazigar,False,6.9,91
False,/zOaTpg8Q91GNTfy3qt3PjxEM0uQ.jpg,"[18, 53]",35053,hi,डर,A woman is caught between one man's love and another man's obsession. She fears one and fears for the other. One stands for love and the other for life. Who will she choose?,5.92,/6y601CavDK46ap8uxeoXxpArU8p.jpg,1993-12-23,Darr,False,6.8,58
False,/qxxn7J6utNRDH0GYYsyGiFzwWcL.jpg,"[18, 9648, 10749]",170991,hi,माया मेमसाब,"A frustrated housewife whose marriage to an average man does not meet her expectations enters into an affair with a younger man. Of course, there are no easy escapes from reality.",3.802,/wX11onCv2fVSLb7tWYcLlWRLH2.jpg,1993-07-02,Maya Memsaab,False,5.8,18
False,/7lcs5j5H7gCIAk7F4n40a42dLFG.jpg,"[10751, 35, 10749, 18]",54814,hi,Hum Hain Rahi Pyar Ke,"Rahul Malhotra (Aamir Khan) is the manager of the heavily in debt family business. He is also the guardian of his dead sister's mischievous kids. Rahul hires Vaijayanti (Juhi Chawla) as governess. Vaijayanti is a runaway from home as she does not want to marry the man her orthodox family has chosen for her. Predictably, Rahul and Vaijayanti fall in love. Meanwhile, Maya (Navneet Nishan), a rich girl in love with Rahul tries to ruin his family and his business.",3.507,/ocEQInlignEoa8ztW7CSVSnsty3.jpg,1993-07-05,Hum Hain Rahi Pyar Ke,False,7.2,29
False,,"[18, 28]",446796,hi,दिव्य शक्ति,"An idealistic journalist (Devgan) gets weary & tired of witnessing the reign of crime, police corruption & injustice in his city & decides to wage a one-man war against the psychotic king maker 'Tau' played by the legendary Amrish Puri. His journey costs him his limbs & loved ones as he goes on a vigilante style brute fest right into the lair & dark world of the two faced Tau & his cronies. Death & Destruction follow the war path.",3.473,/aPU4AG2NAcRDqyCySmzN4vqD18Z.jpg,1993-03-13,Divya Shakti,False,6,3
False,/1t7cw6mrDHGPxrIB3o5VsunOLsR.jpg,"[28, 10402]",32295,hi,Khal Nayak,"Ballu (Sanjay Dutt), a notorious, cunning, and unscrupulous criminal who's wanted by the police for a plethora of murders and thefts. Bright and ambitious Inspector Ram (Jackie Shroff) finally arrests him, only to have Ballu escape right under his nose. So Ram's lovely girlfriend Ganga (Madhuri Dixit) volunteers to go undercover, to trap Ballu and help restore Ram's reputation. Things get more complicated, however, when Ballu falls for her, and she finds that she isn't entirely immune to his charms.",3.07,/f3uvAGmxMdOPmwycHE13kxTqFKc.jpg,1993-05-26,Khal Nayak,False,6.9,22
False,/zDVfpDF6rbJYgxG6IxxrqZ9jGYx.jpg,"[18, 28, 80]",165076,hi,Gumrah,"Roshni Chadha makes her living, singing in various places and this makes her the breadwinner of her home. She soon gets to meet the handsome and wealthy Rahul Malhotra, who finds out that she can actually sing professionally and he helps her to attain this goal, which soon became a success and Roshni falls in love with Rahul and finds out that he has the same feelings for her. On a foreign trip, Roshni is arrested by the police for having in her possession cocaine, Rahul disappears leaving Roshni in hot-soup and now she must prepare to undergo her prison terms as there is no one to help her.",3.041,/iNof5RDsUnhnT9iqxGWSyywGqoy.jpg,1993-08-03,Gumrah,False,7.4,5
False,/kVU8ncYpxx5kzs0X62j8Q9LP3jA.jpg,"[10749, 35]",333931,hi,आशिक आवारा,"Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths.",2.91,/j7MPUeflKbhmTY6GCF7qf5k6TEi.jpg,1993-05-28,Aashik Aawara,False,4.8,5
False,/bh7uIB4vvio1tWvLPiAUi8PN9Fn.jpg,[],161442,hi,Waqt Hamara Hai,"One-time rival collegians, Vikas Sabkuchwala and Sunil, are now friends and in love with sisters Ayesha and Mamta Vidrohi, who they would like to marry. But their politician father wants a size-able dowry as well as well-placed sons-in-laws, and refuses to have to do anything with them. The foursome get together and arrange the fake kidnapping of the sisters so as to extort a large sum of money from Vidrohi. Things go completely out of control and awry, when Vikas and Sunil find out that the kidnapping has taken place - not by them - but by notorious international terrorist and seemingly invincible Colonel Chikara.",2.775,/kvLDoThQibqHqXu3KrkIwelUOwC.jpg,1993-06-22,Waqt Hamara Hai,False,5.8,4
False,,"[35, 10751]",81551,hi,किंग अंकल,"Ashok Bansal has a traumatic childhood which teaches him that money matters most to people, even more than their kids. Ashok starts hating poor people & starts working hard to get out of poverty, at the expense of his own family. However, Ashok’s life changes forever when Munna enters his life.",2.763,/oJAg9UonrhG4yoJTSo70dF99Qp6.jpg,1993-02-05,King Uncle,False,6.3,15
False,,[28],302950,hi,Ek Hi Raasta,"Can Karan Singh stop Kubla, the vile terrorist from ruling over all of India and save Col. Choudry and his daughter Priya?",2.208,/iJl31wwlTOYIWqVQsaXiQdtAaAN.jpg,1993-10-22,Ek Hi Raasta,False,5.5,2
False,,"[18, 10749]",227345,hi,रंग,"Yogi Joshi (Kamal Sadanah) is the hardworking middle class student who goes to college with the traditional Pooja (Ayesha Julka), who is the daughter of a single-father. Pooja has been in love with Yogi for quite some time, but Yogi seems to see her as a good friend.  Yogi's father (Bharat Kapoor) works at the factory owned by the successful Indu Singh (Amrita Singh). Indu admits her daughter into the same college as Yogi and Pooja. She is a trustee of the college and is assured by the Principal that Kajal is in good hands. Kajal (Divya Bharti) goes to college and tries to park in Pooja's spot, but Pooja cuts her off. The two get in an altercation and to show Pooja how much power Kajal has, she drives her jeep into the corridors of the college and stops right in front of Pooja and her friends, including Yogi.",2.128,/lJ9zrLsNoizF17o8De3pJgRRulv.jpg,1993-04-02,Rang,False,7.5,2
False,/e7L2bmYJTin0wDDeiu6XJNSrf3U.jpg,[],532160,hi,Sahibaan,"Sahibaan, a village girl, is in love with Gopi, a labourer. She rejects a marriage proposal from Vijay, who is a womaniser. Now Vijay tries to get rid of Gopi in order to marry Sahibaan.",2.046,/4QglmGdplX7YLVc6dJ935gUDJR8.jpg,1993-07-16,Sahibaan,False,10,2
False,/tEdV3N5XH4k0XmXyk17GEUQUofQ.jpg,"[28, 80, 18]",420350,hi,Aadmi,"The father of a young mill worker stumbles upon a secret of national consequence. As a result, his family is killed and the son is framed for the murder. The son vows to take revenge and do justice.",1.96,/2YrRUeEo08POrK7RMbxbUQgskLe.jpg,1993-09-07,Aadmi,False,9,2
False,,"[28, 80, 18]",241490,hi,पहचान,"A convict by the name of Yogi Shankar is accused of sexual molestation in court. The Judge Jagdish Verma who is responsible for passing Jogi's sentence is well aware of Jogi's behavior as he was once Jogi's defense advocate. With no hesitation Jagdish Verma grant a seven years period of rigorous punishment to Jogi despite his pleadings. The Judge family consists of his wife Urmilla, sons Kunal and Karan Verma; on completion of his seven years sentence Jogi is released from jail and abducts Urmilla, finds out that she is pregnant, ensures that she gives birth to a baby girl Tina and then kills her.",1.96,/nS3ojNLkZerV1WAJhh6BUpqAmpo.jpg,1993-10-03,Pehchaan,False,4.5,4
False,/pxj9HLInMRdKieUnUKYJA75KRva.jpg,"[28, 18]",159655,hi,Parampara,"In a remote region in India there has been a tradition of settling differences by fighting a duel with pistols with only one bullet in each of them. Such was the duel fought by Shankar and Thakur Bhavani Singh, with the latter emerging as the victor. Years later, Bhavani's son, Prithvi, returns from London, meets Shankar's son, Gora and daughter, Tara, befriends them, and eventually both Tara and Prithvi fall in love with each other. When Bhavani finds this out, he wants Prithvi to marry Rajeshwari, who comes from a rich family, and will destroy Gora Shankar and his tribe of gypsies. Unable to make up his mind, Prithvi ends up marrying both women, leading to Tara giving birth to a son, Pratap. Bhavani is enraged when he this out, he has Tara and a lot of their people slain, and their homes torched. Gora himself is arrested by the police, and sentenced to several years in prison...",1.923,/fXmOtJpndCBMx9qRYmwMTHHP7Vk.jpg,1993-05-14,Parampara,False,6.6,7
False,/sn41AYhKqxHh0Fm3EmOVXcGcMUr.jpg,[],161406,hi,चन्द्र मुखी,Chandra Mukhi is an angel who lands on earth in search of her magic wand. She must get it before a devil named Dhola lays his hands on it.,1.884,/diTQ8ND8V42aGhSzYW8qiamwZ8F.jpg,1993-10-22,Chandra Mukhi,False,5.5,4
False,/PZpdgfSjeNtvcQgbNk5upzqrx1.jpg,[18],227211,hi,रुदाली,"Shanichari is a beautiful girl born in lower cast and her life is full of sufferings because of lower cast, poor finances, lost parents, drunken husband, mischievous son.  The title refers to a custom in some parts of Rajasthan—where aristocratic women were long kept secluded and veiled—of hiring professional women mourners on the death of a male relative, a rudaali (pronounced “roo-dah-lee”—literally, a female “weeper”) to publicly express the grief that family members, constrained by their high social status, were not permitted to display—or at times, perhaps did not feel.  Underwritten by the National Film Development Corporation (NFDC) and Doordarshan (Indian national television) and based on a short story by famed Bengali author Mahasweta Devi—whose tales often focus on the travails of low-caste women.",1.856,/9fd2KzZPsthboW4DlW3T13lcaVa.jpg,1993-01-11,Rudaali,False,5.2,6
False,,"[18, 80, 28, 53]",272662,hi,तिरंगा,"After having witnessed the gruesome murder of his father, Harish's plans for revenge go for a toss when he is framed by the same mafia boss who killed his father.",1.798,/zA8lbSRKUpmCcHmD4WE8SUloTKa.jpg,1993-01-29,Tirangaa,False,5.9,9
False,/1jI3EoNniu5WqnimfWxZZwkwB8x.jpg,"[18, 10749]",43971,hi,आईना,"Roma (Amrita Singh) leaves Ravi (Jackie Shroff) at the alter in pursuit of her bigger ambitions. Her sister Reema (Juhi Chawla), a pale reflection of Roma, steps in and saves the day for her family, having secretly been in love with Ravi all her life. The newly weds start building a life together till suddenly Roma returns, determined to get back what she thinks Reema stole from her.",1.797,/kcgOiH62WYfncswkBvvJKGUlwnt.jpg,1993-06-18,Aaina,False,8,2
False,/fmSEpurLBhXl7ciWto6PaGos5cv.jpg,"[10749, 35]",45002,hi,चमत्कार,"When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.",9.214,/tJlGNBkE0DNQ9iLkHMY2gsCOza3.jpg,1992-07-08,Chamatkar,False,6.6,38
False,/wSzCCh0TeJv9sxGMVVHfJ67pEYs.jpg,[18],33202,hi,जो जीता वही सिकन्दर,Ramlal Sharma lives a poor life-style with two sons Ratanlal Sharma and Sanjaylal Sharma. Both sons attend Model School for the poorer folks. Rantanlal excels at everything he does including his studies and outdoor activities while Sanjaylal is a no good slacker who loves to enjoy himself with his friends and have everything done without any hard work. Both sons run a small café providing eatable,5.289,/ztuMAX4CMnfLosDv7PLmaJZurjI.jpg,1992-05-22,Jo Jeeta Wohi Sikandar,False,7.2,77
False,/8OFoHybzT7DbXkP1RmcuCjIHDZa.jpg,"[28, 35, 80, 18, 10749]",45001,hi,दीवाना,"A singer marries his biggest fan, but his uncle plans to kill him in order to gain his money.",4.476,/8liOcHgcghI3aQFxq8QCGKKqQKX.jpg,1992-06-25,Deewana,False,7.2,31
False,/hbv1RcrjwVi3nZI0FnflwsREIjL.jpg,[],357131,hi,विश्वात्मा,"Two brave and smart young men: namely Police inspector Prabhat Singh (Sunny Deol) and a reformed criminal Akash Bhardwaj (Chunkey Pandey) is sent to the African country of Kenya in order to apprehend the underworld criminal Azghar Jhorat (Amrish Puri). He is a criminal in India but his whereabouts is known in Kenya. While in Kenya they reaches up with a stern Kenyan police officer who is of Indian origin Surya Pratap Singh (Naseeruddin Shah), it is his duty to make Prabhat and Akash abide by the Kenyan laws but to capture Azghar both is forced to break the laws and gets into confrontation with Surya where a misunderstood is created. Will Akash and Prabhat be able to fulfilled there duties towards there country or will they leave there mission half way and run like cowards?",4.057,/86u7sFQX4AGBO26dnm4bLiPVsKo.jpg,1992-01-24,Vishwatma,False,7.3,4
False,/htcIFI25qzaqAzWudnOmJrbvZGW.jpg,"[53, 10749]",161436,hi,Khiladi,"A group of friends, who love to make bets with one another, play a prank that goes horribly wrong when one of them is murdered.",3.65,/Adar3XOiv7ckSbxnIWgsbb9XNGu.jpg,1992-06-04,Khiladi,False,6,22
False,/rWfjVkZoVBTJNM9EYenkGhZIT7.jpg,[18],45003,hi,राजू बन गया जेंटलमैन,"A young engineer, from a small town, moves to Mumbai, with big dreams. As he hugely advances in his career, he gets caught up in the rich and glamorous lifestyle and starts getting changed. After becoming a victim of a conspiracy, he realizes his mistake and tries to redeem himself.",3.461,/b7DQTJqLaNQ6eAqZaDRIO028JCU.jpg,1992-11-13,Raju Ban Gaya Gentleman,False,7.3,20
False,/qa6ovATp32PBmcYjM1O584pM6u.jpg,"[18, 80]",138934,hi,Damini,"The theme revolves around the character Damini who represents truth and innocence. After her marriage in renowned wealthy family, Damini happens to see a cruel act done by her brother-in-law. She wants the victim to get justice, but the family including her husband oppose her, which leads her to leave the house. Soon she is helped by a drunkard, an ex-advocate, who helps her in all respect to reach to her aim and therefore justice",3.264,/qHLHZG9aVO2zg3q5k5BIjvaEAsZ.jpg,1992-09-04,Damini,False,7.8,15
False,/sHwpxZgQ8S2xHI97epvIgvmnRZk.jpg,"[35, 10749]",72568,hi,एक लड़का एक लड़की,"A daughter returns to her deceased father's estate. She discovers that her uncle, who looks after the estate, has been embezzling her father's money.",3.17,/fvGmuVDWC0GWcLqFspNTsrFxhmw.jpg,1992-06-19,Ek Ladka Ek Ladki,False,7.1,4
False,/vhpbqIP1voyklgLy1mNaha7R8YO.jpg,"[28, 10749]",103015,hi,Shola Aur Shabnam,"The spoiled and arrogant brother, Bali, of notorious gangster, Kali Baba, enlists in the National Cadet Corps, and wants to have his way with his fellow-students and trainer, Inder Mohan Lahti, with comical results. When he meets Divya Thapa for the first time, he is smitten by her, and wants to marry her by hook or by crook. But Divya is in love with Karan, and both plan to marry each other. Circumstances act against them, and they flee together, with Kali Baba's men, and Divya's Police Commissioner dad, Yashpal Thapa, in hot pursuit, to an unknown destination, surrounded by a web of lies, deception, and no known resource to assist them.",2.955,/chuyRvvnvgs1oW1hLIYMwGJpO6n.jpg,1992-01-23,Shola Aur Shabnam,False,7.4,5
False,/zm3n09ADdvRKB2RbjOXvzfZ1B7b.jpg,"[35, 53, 10749]",168489,hi,Bol Radha Bol,"Kishan Malhotra finds his life turned upside down, when he returns home one day to find that his place has been taken over by a look-alike imposter.",2.463,/z67ucNu2Yq8fjUzkeLFaKU69JmL.jpg,1992-07-03,Bol Radha Bol,False,5.5,8
False,,"[28, 80]",161403,hi,निश्चैय,"The story of two brothers, Ravi and Rohan Yadav, separated due to unforeseen circumstances created by Ravi's employer.",2.373,/qsN6Ju3IMt5c8KMaCFyFDi2PvJe.jpg,1992-07-17,Nishchaiy,False,3,1
False,/lBckjMXNtQHPrD235rNuWbiXUpE.jpg,[],161437,hi,Deedar,"Anand Malhotra, the only son of a very wealthy industrialist, Kailanshnath Malhotra is in love with the only daughter of a widowed schoolteacher, Gayetri Saxena, whose name is Sapna Saxena. His mom and dad find out about his romance, and decide to get him married to her. On the day of the engagement, Gayetri and Sapna lock their door and spend the week elsewhere. Kailashnath and his wife are outraged by this humiliation and swear never to marry their son to Sapna. Anand is perplexed at this, and attempts to find from Gayetri, as to her refusal, but Gayetri refuses to tell him anything. Anand knows that Sapna loves him, and is determined to find out why their marriage is not possible. Little does he know that by doing so, he could be challenging Gayetri's widowhood, as well as putting his dad and his business in jeopardy.",2.293,/AqoebimNASvlpwqzAzc3KB7kx8G.jpg,1992-08-13,Deedar,False,10,1
False,,[10749],141166,hi,दिल आशना है,A cabaret dancer who was raised in a brothel sets out to find her biological mother.,2.193,/2bpjZlqqTyvNJP0Z62wfSdKGgAd.jpg,1992-12-25,Dil Aashna Hai,False,7.6,9
False,,"[14, 28]",161402,hi,सूर्यवंशी,An archaeologist unearths an underground palace at Sangramgarh. The locals are afraid of what will happen if they start digging and would like to leave the past alone. It turns out their fears we confounded.,2.152,/lL7EaJNdXeFR8LkgnBQgPAneq8U.jpg,1992-02-14,Suryavanshi,False,7.3,3
False,/cpHS0Z0BdQ6dhCc8mhSB79mBgdE.jpg,"[28, 18]",232827,hi,Yalgaar,Childhood friends became enemies when one Mahendra Ashwini Kumar grows up to be Additional Police Commissioner and the other Raj Pratap Singhal becomes a smuggler.,2.065,/AvjxdGJhg1dQMCOfpxzioPPr0pf.jpg,1992-10-23,Yalgaar,False,8,2
False,/lfgYUyv7IV5s02CihMJbBrBbVmB.jpg,"[18, 10751]",107747,hi,Beta,"Beta is the story of Raju, the only child of a widowed multi millionaire. Raju's father can provide him anything he wants but Raju's only desire is to get mother's love, in order to please Raju, his father gets married to Nagmani, thinking that she will take care of Raju more than his real mother would. Raju becomes completely devoted to his stepmother, doing whatever she wishes. Time passes by, Raju grows up and gets married to Saraswati. Saraswati discovers that Nagmani's motherly love for Raju is fake and all what Nagmani is interested in, is capturing Raju's wealth.",1.973,/1RUOf9MCf8PsKxrefcwFqb0JCKL.jpg,1992-06-22,Beta,False,6.4,13
False,,"[28, 80]",302445,hi,Balwaan,"A brave cop - who has always stood up to injustice and corruption - runs afoul of an influential gangster, when he is assigned to Mumbai.",1.846,/ktxYI6fNKnXDD1OsnNXI49AdfYL.jpg,1992-09-11,Balwaan,False,2.5,2
False,/2717ejOkQpik3bSyRnm17GK4TTB.jpg,"[18, 10749]",612806,hi,हीर राँझा,"A newer version of the popular love story of Heer (Sridevi) and Deedho (Anil Kapoor), who calls himself Ranjha after leaving his house and living incognito in Heer's village as a labourer in her father's (Shammi Kapoor) house. Heer and Deedho were childhood sweethearts, separated because of family animosities, which have grown over the years and kept on the boil by Kaheda (Anupam Kher), whose leg was irreparably fractured by Deedho's family and friends.",2.45,/5bEiMJUkt5WANB6UoyhOKcf8re2.jpg,1992-08-07,Heer Ranjha,False,10,1
False,/5FzWfd6jhcsbwD0moOI8wLOvhaG.jpg,"[10749, 28, 12]",51725,hi,ख़ुदागवाह,"Baadshah Khan falls in love with Benazir, a member of a rival clan who has defeated him in a game of buzkashi. Benazir will not marry him unless he brings back the head of her father's killer, Habibullah, from India. He is successful, but he must return to India. He is then tragically separated from Benazir through a series of incidents that are only resolved years later with the arrival of his daughter, Menhdi, and his release from prison.",1.639,/nMtKj4P766IjQ3zJwHFkzvgPZBZ.jpg,1992-05-08,Khuda Gawah,False,6.1,18
False,,[28],143879,hi,Jaan Se Pyara,A man tries to lead a double life as a Cop and at the same time look after his retarded twin brother and devoted mother. But then his dangerous police work comes in the way of his family life causing tragedy.,1.627,,1992-05-06,Jaan Se Pyara,False,7.5,1
False,,"[18, 28]",421701,hi,Yodha,"Suraj Singh is addicted to drugs and as a result witnessed his girlfriend being raped in front of his eyes with him being helpless, from here on he vows to put an end to all drug dealers and started to work as a hit man for an underworld don, Daaga also known as Justice Dharmesh Agnihotri. He also meets and make enemy with a lawyer, Karan Srivastav, who is looking for the murderer of his father, journalist Chandrakant. As time proceeds, Suraj and Karan would frequently get into brawls in front of the society to the extent that each of them will now do anything to kill the other. Unknown to both that one person is responsible for there lives being upside down and he is under the veil of respectability - non other than Justice Dharmesh Agnihotri alias Dagga.",3.65,/nsiVE2dtwZITpnUxafDQtb4t8z8.jpg,1991-02-22,Yodha,False,5,1
False,/xRuuITvWJMtlMqC9o8KQ3QVfpMw.jpg,"[18, 10751]",161396,hi,सनम बेवफ़ा,"Salman falls in love with Ruksar but their fathers, despite being neighbours, are sworn enemies. The couple end up marrying but they are shocked when they finally discover the reason why their fathers allow the marriage to take place.",3.552,/3G91LeyVMEERxXC5RlJaMdTy8WC.jpg,1991-01-11,Sanam Bewafa,False,5.8,6
False,/vAk1qSnupaCO0Q2tpJzYMygDQN3.jpg,"[18, 10749]",107745,hi,साजन,A poet and his best friend  fall in love with the same woman.,3.55,/wg4WBjFhYZeLaaQhE3NeFyfTn2Y.jpg,1991-08-30,Saajan,False,6.4,27
False,/pqIZjQjprUVR094pP7TOcCRZkvP.jpg,"[10749, 28]",65954,hi,Hum,"Tiger works for the local Don Bhaktawar but never hesitates to revolt against him if he harms his friends or family. When his girlfriend Jumma's brother Gonsalves is killed by Bhakhtawar for revolting against him, Tiger promises revenge.",2.814,/blnhL1cIxjjLgNdlDA8tIbvbCCO.jpg,1991-02-01,Hum,False,6.3,23
False,/dhSa4D9oF4zFt2WrdUSHFjdIml2.jpg,"[10749, 35]",137439,hi,दिल है कि मानता नहीं,Runaway heiress in search of her beloved falls in love with another man on the way.,2.812,/ylyfnkNCVjW41GEFyuHUWEhHoMn.jpg,1991-01-23,Dil Hai Ke Manta Nahin,False,7.4,17
False,/7b7QhuYlcHTTGSbovQe2laBgP7O.jpg,[18],166017,hi,सौदागर,"Two childhood friends have become bitter enemies. So much so, in fact, that they have divided their territories and sworn to kill anyone who crosses the boundary. Against this backdrop, their grandchildren fall in love and when their romance surfaces, the rivalry between is rekindled. The two young lovers are told never to see each other again, on pain of death ... when they get together, it's too late for their grand family ..",2.772,/ups3G547fPMZTwBWBChCsYT7Wyc.jpg,1991-08-09,Saudagar,False,6.9,7
False,/m7Iy4Q3CnjTsyZQcErnbBHXagD9.jpg,"[18, 10749, 10402]",168495,hi,Henna,"Beautiful Henna Khan lives the life of a gypsy near the river, Jhelum, in Pakistan with her widowed dad, Khan Baba; three brothers, Ashraf, Razzak, and Zaman; and Razzak's wife, Najma. One day she comes across a male body that has been washed ashore. Khan Baba, Bibi Gul, and Henna take this male in, nurse him back to health, only to find out that he has lost his memory. The male in his sleep cries out the name of ""Chand"", and everyone starts calling him by that name.",2.75,/vChTvHPB01q4XnrR6wVGAh26pqd.jpg,1991-06-28,Henna,False,5.3,7
False,/3XjfpL2Z5z28pnMSOuVeFmAl9ek.jpg,[18],161417,hi,सौगंध,Story of love and war,2.718,/cejQCb1TBi15I8dVtUHUUzwRIGo.jpg,1991-01-25,Saugandh,False,3,2
False,/hDBR0US0Uk7gxy0vyJXkHsksHh9.jpg,"[18, 10749]",64879,hi,लम्हे,"Viren falls for Pallavi, but she marries Siddharth. The couple dies, leaving behind their daughter, who grows up to look just like her mother and falls in love with Viren.",2.595,/aw9xd5GhQkyaAsTblNi3XydvEcK.jpg,1991-11-04,Lamhe,False,6.7,17
False,/w6BwuZcs89GNAWacLUHF8LVPuZf.jpg,[28],347951,hi,Trinetra,"Trinetra is the story of revenge of a son, who lost his honest father, to a group of evil minds. It is the story of a son's infinitive love for his mother, who lost her husband. It is the story of a son's revenge on his father's killers.",2.577,/cdw6kaZ38CgsQt6htG34H2EhLC3.jpg,1991-07-26,Trinetra,False,10,1
False,/xbAI9SudDxo0wfR1AXUIUyLH1VO.jpg,[28],331570,hi,Phool Bane Angaray,A 1991 Hindi movie.,2.383,/jLGhcJu9TEG255Aaj9AIQS2icOG.jpg,1991-07-12,Phool Bane Angaray,False,10,1
False,,"[28, 10749]",161401,hi,Love,"A man meets and falls in love with a beautiful woman. However, due to his violent background, her parents are against the relationship. After the couple shows no signs of breaking up, her mother has the man arrested.",2.223,/n6vU0tGuyeymenovtX65qwDaLJ4.jpg,1991-11-15,Love,False,6.8,4
False,/obJtxmIqI3MmvSwC5x5svOO3AF0.jpg,"[28, 12, 14]",146255,hi,Ajooba,"This is a story of Ajooba, the masked legend, who was treated as the only protector of the people of Baharistan. Ajooba is none other than Ali, the real heir to the kingdom of Baharistan. Unfortunately for Ali, when he was just born, his father and mother were overthrown by the evil designs of the Vazir. Ali survived as destined and was brought up by a blacksmith who was unaware of Ali's real identity. In the guise of Ajooba, Ali takes up the very difficult task of finding his lost parents and then to re-instate them to the throne with great honour.",2.111,/eickHuvLqNnOOdhgtCeSS1Jwxos.jpg,1991-04-12,Ajooba,False,6,10
False,,"[28, 10749, 18]",230437,hi,फूल और काँटे,"Phool Aur Kaante (English: Flowers and Thorns) is a Hindi action romance film released in 1991. It stars Ajay Devgn, Madhoo, Aruna Irani, Jagdeep and Amrish Puri among others. The film marked the debut of Ajay Devgn, son of stunt and action choreographer Veeru Devgan, and Madhoo, niece of actress Hema Malini. The film won Ajay Devgn, the Filmfare Award for Best Male Debut for 1991.  Phool Aur Kaante was a Super Hit at the box office in India, and was noted for its soundtrack. the movie is loosey based on a Malayalam film Parampara (1990) starting Mammootty and Suresh Gopi. Phool Aur Kaante clashed with Yash Chopra directed Lamhe at the box office. However Phool Aur Kante proved to be a super hit, on the other hand Lamhe which starred Anil Kapoor bombed at the box office.  Ajay Devgan's entry in the film became very popular where he appeared standing, balancing on two moving motorcycles. Similar stunts have been repeated in a number of films since.",2.032,/lNxSSYUK2RZtTo9rKCyzVq1twzM.jpg,1991-11-22,Phool Aur Kaante,False,6.8,9
False,/zZvsUYJDHVUzeoB23ikYQGFVwQp.jpg,"[10749, 53, 28]",230435,hi,Sadak,"A taxi driver with a tragic past sees an opportunity for redemption when he encounters a woman sold into prostitution. Wanting to help her escape, he has to deal with the wrath of the brothel madam.",1.996,/fFESWq8YQHRrwSJ9K8ThAxlDCx.jpg,1991-12-06,Sadak,False,5.9,14
False,/3JzqQwwx2k5F64oC92Wh6srgkpm.jpg,"[18, 10749]",462349,hi,बंजारन,"The only daughter of the Chief of a band of gypsies, Reshma is strangely drawn to the only son of a rich and wealthy man, Kunverji. Strangely enough also, she finds out that Kunverji has drawn a portrait of her's even before they met each other. When Kunverji looks into this further, he finds that both he and Reshma are lovers from a past birth, and they were fated to meet in this birth, as they were unable to wed each other in the last birth. This fascinates both of them, however, Reshma's and Kunverji's dads are furious at this, and attempt to make sure that the two are separated. Reshma has been promised to wed Shakti Singh; and Kunverji is to wed, Neha. Will these two lovers be separated again during this birth?",1.866,/hB8kAdK5JDvkIIEsTJaRSas8unx.jpg,1991-11-08,Banjaran,False,7.5,2
False,/6E523h4N2MjwrWTUqt3dYoUupDJ.jpg,[],118843,hi,Pyar Hua Chori Chori,"Pyar Hua Chori Chori is the story of a simple man, Vijay (Mithun Chakraborty), looking for quick money for his son's operation.  He finds himself an offer to act as a husband for a rich, wealthy girl (Gautami) for two weeks in return for his much-needed money.  The make-believe marriage finally ends up in love, but Vijay has a dark past, which would hurt every one.  Can he manage to survive?",1.747,/i6hh17aM7gNm0jb3HAGxPuu05bu.jpg,1991-01-01,Pyar Hua Chori Chori,False,10,1
